# Demanda Horaria Promedio Ordenada 2011 (00:00-24:00)
param D: SIC SING:=1	6347.1	2640.4
2	5661.1	2543.8
3	5735.1	2556.8
4	5640.6	2549.9
5	5597.2	2552.9
6	5684.0	2577.5
7	5994.0	2588.3
8	6705.2	2563.6
9	7303.0	2211.7
10	7949.1	1963.7
11	7966.5	1777.0
12	8284.4	1815.0
13	7745.2	1841.5
14	7526.1	1843.1
15	7770.0	1882.3
16	7659.1	1932.6
17	7474.5	2113.6
18	7173.8	2345.4
19	7240.6	2541.5
20	7568.0	2674.1
21	7604.2	2648.8
22	7534.1	2679.5
23	7132.5	2654.5
24	6917.2	2469.7
25	5919.1	2209.2
26	5767.9	2202.5
27	5105.4	2256.1
28	4935.0	2287.5
29	4892.3	2317.3
30	4975.5	2378.7
31	5636.8	2402.9
32	6450.3	2296.0
33	6962.3	2194.4
34	7419.2	2255.4
35	7784.2	2047.7
36	7747.7	2062.5
37	7762.8	1939.3
38	7664.6	1942.5
39	7772.6	1916.8
40	7784.5	2021.1
41	7738.2	2013.7
42	7465.7	2190.1
43	7333.2	2325.4
44	7445.3	2433.7
45	7402.0	2440.9
46	7252.1	2492.3
47	6891.6	2384.9
48	7025.9	2236.8
49	6666.0	2126.2
50	6236.8	2082.6
51	6026.8	2022.2
52	5786.8	2153.2
53	5758.9	2153.9
54	5884.1	2132.1
55	6476.9	2159.0
56	7250.5	2116.5
57	7926.7	1716.7
58	8341.3	1669.4
59	8449.6	1657.5
60	8329.4	1580.5
61	8175.0	1572.1
62	8071.4	1528.2
63	8109.8	1446.4
64	8050.3	1471.6
65	7826.3	1665.5
66	7310.8	1900.9
67	7482.6	2022.5
68	7755.2	2089.7
69	7645.2	2184.8
70	7469.3	2349.7
71	7313.3	2195.6
72	7177.9	2123.5
73	6819.0	2163.0
74	6404.7	2149.5
75	6056.4	2132.9
76	5934.8	2073.4
77	5689.9	2214.1
78	5719.5	2105.2
79	5786.0	2226.3
80	5785.1	2295.3
81	6231.3	2109.1
82	6994.5	1839.8
83	7230.4	1873.7
84	7303.4	1857.6
